CREATE TABLE attendance(
atten_id INT AUTO_INCREMENT PRIMARY KEY,
techId VARCHAR(10),       
stuId VARCHAR(10),  
courseCode VARCHAR(10),
attenDate DATE,
session_type ENUM('theory','practical') NOT NULL,
atten_status ENUM('present','absent','medical') NOT NULL
);

INSERT INTO attendance (techId, stuId, courseCode, attenDate, session_type, atten_status) VALUES
('TO001', 'ST007', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST008', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST009', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST010', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST011', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST012', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST013', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST014', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST015', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST016', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST017', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST018', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST019', 'ICT2133', '2025-01-10', 'theory', 'present'),
('TO001', 'ST020', 'ICT2133', '2025-01-10', 'theory', 'present'),

('TO001', 'ST001', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST002', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST003', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST004', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST005', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST006', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST007', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST008', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST009', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST010', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST011', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST012', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST013', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST014', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST015', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST016', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST017', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST018', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST019', 'ICT2113', '2025-01-13', 'practical', 'present'),
('TO001', 'ST020', 'ICT2113', '2025-01-13', 'practical', 'present'),

('TO001', 'ST001', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST002', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST003', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST004', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST005', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST006', 'ICT2142', '2025-01-14', 'theory', 'absent'),
('TO001', 'ST007', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST008', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST009', 'ICT2142', '2025-01-14', 'theory', 'medical'),
('TO001', 'ST010', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST011', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST012', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST013', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST014', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST015', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST016', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST017', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST018', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST019', 'ICT2142', '2025-01-14', 'theory', 'present'),
('TO001', 'ST020', 'ICT2142', '2025-01-14', 'theory', 'present'),

('TO001', 'ST001', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST002', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST003', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST004', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST005', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST006', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST007', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST008', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST009', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST010', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST011', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST012', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST013', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST014', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST015', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST016', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST017', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST018', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST019', 'ICT2152', '2025-01-15', 'theory', 'present'),
('TO001', 'ST020', 'ICT2152', '2025-01-15', 'theory', 'present'),

('TO001', 'ST001', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST002', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST003', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST004', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST005', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST006', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST007', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST008', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST009', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST010', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST011', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST012', 'ICT2122', '2025-01-16', 'theory', 'medical'),
('TO001', 'ST013', 'ICT2122', '2025-01-16', 'theory', 'absent'),
('TO001', 'ST014', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST015', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST016', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST017', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST018', 'ICT2122', '2025-01-16', 'theory', 'present'),
('TO001', 'ST019', 'ICT2122', '2025-01-16', 'theory', 'absent'),
('TO001', 'ST020', 'ICT2122', '2025-01-16', 'theory', 'present'),

('TO001', 'ST001', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST002', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST003', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST004', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST005', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST006', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST007', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST008', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST009', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST010', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST011', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST012', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST013', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST014', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST015', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST016', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST017', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST018', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST019', 'ICT2133', '2025-01-17', 'practical', 'present'),
('TO001', 'ST020', 'ICT2133', '2025-01-17', 'practical', 'present'),

('TO002', 'ST001', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST002', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST003', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST004', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST005', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST006', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST007', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST008', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST009', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST010', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST011', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST012', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST013', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST014', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST015', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST016', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST017', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST018', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST019', 'ICT2113', '2025-01-20', 'theory', 'present'),
('TO002', 'ST020', 'ICT2113', '2025-01-20', 'theory', 'present'),

('TO002', 'ST001', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST002', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST003', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST004', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST005', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST006', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST007', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST008', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST009', 'ICT2142', '2025-01-21', 'theory', 'absent'),
('TO002', 'ST010', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST011', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST012', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST013', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST014', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST015', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST016', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST017', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST018', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST019', 'ICT2142', '2025-01-21', 'theory', 'present'),
('TO002', 'ST020', 'ICT2142', '2025-01-21', 'theory', 'present'),

('TO002', 'ST001', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST002', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST003', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST004', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST005', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST006', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST007', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST008', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST009', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST010', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST011', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST012', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST013', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST014', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST015', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST016', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST017', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST018', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST019', 'ICT2152', '2025-01-22', 'theory', 'present'),
('TO002', 'ST020', 'ICT2152', '2025-01-22', 'theory', 'present'),

('TO002', 'ST001', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST002', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST003', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST004', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST005', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST006', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST007', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST008', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST009', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST010', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST011', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST012', 'ICT2122', '2025-01-23', 'theory', 'absent'),
('TO002', 'ST013', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST014', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST015', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST016', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST017', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST018', 'ICT2122', '2025-01-23', 'theory', 'present'),
('TO002', 'ST019', 'ICT2122', '2025-01-23', 'theory', 'absent'),
('TO002', 'ST020', 'ICT2122', '2025-01-23', 'theory', 'present'),

('TO002', 'ST001', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST002', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST003', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST004', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST005', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST006', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST007', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST008', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST009', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST010', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST011', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST012', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST013', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST014', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST015', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST016', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST017', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST018', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST019', 'ICT2133', '2025-01-24', 'theory', 'present'),
('TO002', 'ST020', 'ICT2133', '2025-01-24', 'theory', 'present'),

('TO002', 'ST001', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST002', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST003', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST004', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST005', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST006', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST007', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST008', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST009', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST010', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST011', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST012', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST013', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST014', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST015', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST016', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST017', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST018', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST019', 'ICT2113', '2025-01-27', 'practical', 'present'),
('TO002', 'ST020', 'ICT2113', '2025-01-27', 'practical', 'present'),

('TO002', 'ST001', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST002', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST003', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST004', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST005', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST006', 'ICT2142', '2025-01-28', 'theory', 'absent'),
('TO002', 'ST007', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST008', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST009', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST010', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST011', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST012', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST013', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST014', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST015', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST016', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST017', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST018', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST019', 'ICT2142', '2025-01-28', 'theory', 'present'),
('TO002', 'ST020', 'ICT2142', '2025-01-28', 'theory', 'present'),

('TO002', 'ST001', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST002', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST003', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST004', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST005', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST006', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST007', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST008', 'ICT2152', '2025-01-29', 'theory', 'absent'),
('TO002', 'ST009', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST010', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST011', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST012', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST013', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST014', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST015', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST016', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST017', 'ICT2152', '2025-01-29', 'theory', 'present'),
('TO002', 'ST018', 'ICT2152', '2025-01-29', 'theory', 'present'),
